Date,Open,High,Low,Close,Adj Close,Volume
2018-06-15,0.872250,0.875560,0.871780,0.872470,0.872470,0
2018-06-18,0.873300,0.877750,0.872800,0.873400,0.873400,0
2018-06-19,0.877340,0.878880,0.875390,0.877190,0.877190,0
2018-06-20,0.879500,0.880000,0.876900,0.879650,0.879650,0
2018-06-21,0.878820,0.879840,0.872700,0.878930,0.878930,0
